customer_id,age,gender,country,signup_date,last_login_days,total_orders,avg_order_value,support_tickets,payment_issues,loyalty_points,email_open_rate,sms_click_rate,promotion_usage,last_purchase_date,days_since_last_purchase,churn
4738,53,M,México,2020-11-13 19:56:54,43,8,50.15,1,0,3577,0.527,0.133,0.131,2021-05-16 19:56:54,1647,0
4739,56,F,Perú,2021-08-20 15:18:47,72,3,79.56,2,0,1682,0.22,0.298,0.418,2024-04-20 15:18:47,577,0
4740,33,F,Guatemala,2020-07-02 19:38:04,25,6,44.16,0,0,1627,0.071,0.071,0.422,2020-07-27 19:38:04,1940,0
4741,39,M,México,2021-01-31 22:47:27,15,4,14.3,0,0,4284,0.326,0.684,0.24,2023-06-04 22:47:27,897,1
4742,38,M,Guatemala,2021-12-28 10:28:58,19,11,32.38,0,0,3243,0.1,0.076,0.189,2022-06-13 10:28:58,1254,0
4743,38,M,México,2022-02-22 17:45:06,45,4,35.14,0,0,4884,0.158,0.147,0.429,2024-04-29 17:45:06,568,0
4744,25,M,Guatemala,2019-11-01 18:09:04,43,3,42.14,0,1,469,0.467,0.381,0.044,2024-01-05 18:09:04,683,1
4745,66,F,México,2019-02-07 00:21:06,28,9,82.77,0,0,661,0.515,0.084,0.17,2020-04-11 00:21:06,2047,0
4746,33,F,Perú,2020-05-24 23:37:41,7,7,36.32,0,0,4803,0.029,0.1,0.229,2022-08-09 23:37:41,1196,0
4747,48,M,México,2023-02-21 13:27:50,51,6,100.31,0,0,2790,0.311,0.077,0.277,2025-10-07 13:27:50,42,0
4748,59,M,México,2020-01-12 10:47:07,31,4,34.28,0,0,3454,0.472,0.1,0.355,2022-04-04 10:47:07,1324,1
4749,27,M,Colombia,2021-01-30 09:53:16,7,4,15.05,0,0,4649,0.349,0.508,0.725,2024-02-16 09:53:16,641,0
4750,49,M,Guatemala,2021-08-24 07:35:45,19,8,31.0,0,1,2333,0.337,0.253,0.282,2022-03-08 07:35:45,1351,1
4751,51,M,México,2023-02-11 14:53:01,176,2,48.41,1,0,2516,0.44,0.075,0.63,2027-06-22 14:53:01,0,0
4752,26,F,Colombia,2023-09-11 12:17:14,11,5,27.32,1,0,2668,0.115,0.219,0.316,2027-10-30 12:17:14,0,0
4753,34,F,Guatemala,2023-10-28 00:12:44,3,7,91.1,0,0,3813,0.308,0.099,0.189,2026-09-03 00:12:44,0,0
4754,28,M,Colombia,2023-10-28 19:48:53,0,8,5.0,0,0,661,0.262,0.207,0.514,2027-07-30 19:48:53,0,0
4755,49,F,México,2023-06-09 05:55:01,6,7,21.16,0,0,2203,0.296,0.318,0.41,2026-02-27 05:55:01,0,0
4756,27,F,Chile,2019-11-15 14:27:53,6,6,5.0,0,0,4082,0.113,0.063,0.167,2020-06-08 14:27:53,1989,0
4757,39,F,Perú,2019-03-29 10:58:57,58,10,40.41,0,0,1070,0.18,0.11,0.325,2019-04-19 10:58:57,2405,0
4758,34,M,Guatemala,2019-03-16 22:56:12,5,3,57.41,1,0,3275,0.163,0.745,0.544,2022-07-15 22:56:12,1221,0
4759,21,F,México,2022-03-24 09:19:19,59,7,23.67,0,0,824,0.199,0.266,0.342,2026-09-22 09:19:19,0,0
4760,65,F,México,2022-03-22 18:59:40,2,5,43.26,0,0,467,0.187,0.028,0.282,2025-03-19 18:59:40,244,0
4761,69,M,Guatemala,2022-10-15 10:27:29,71,5,26.65,0,0,923,0.171,0.044,0.824,2022-11-12 10:27:29,1102,0
4762,64,F,Chile,2020-02-01 23:08:11,8,3,48.01,1,0,1335,0.165,0.415,0.094,2021-01-08 23:08:11,1774,0
4763,42,M,Chile,2022-06-03 19:09:56,28,8,64.99,1,0,216,0.378,0.211,0.411,2023-09-19 19:09:56,791,1
4764,38,F,México,2019-07-12 11:42:09,5,5,47.44,0,0,1529,0.289,0.134,0.48,2021-10-26 11:42:09,1484,0
4765,54,M,Colombia,2020-07-06 10:17:34,14,2,82.41,1,0,569,0.486,0.363,0.248,2022-12-12 10:17:34,1072,0
4766,55,M,Guatemala,2023-06-26 08:14:52,2,3,19.93,0,0,3771,0.052,0.263,0.266,2023-08-03 08:14:52,838,0
4767,66,F,Colombia,2019-01-25 10:59:48,25,5,79.39,0,0,4466,0.472,0.16,0.444,2020-04-10 10:59:48,2048,0
4768,18,F,Chile,2020-02-06 16:22:14,12,6,7.74,0,0,3643,0.111,0.297,0.513,2023-07-27 16:22:14,845,0
4769,42,M,Colombia,2020-04-29 01:15:36,57,4,65.07,0,0,2490,0.566,0.233,0.64,2024-03-18 01:15:36,610,0
4770,68,M,México,2023-11-25 20:47:34,6,6,17.37,1,0,1773,0.063,0.145,0.427,2024-03-02 20:47:34,625,0
4771,53,F,Colombia,2019-03-26 08:21:43,9,5,5.0,0,0,3487,0.281,0.135,0.683,2022-03-19 08:21:43,1340,0
4772,34,F,México,2022-10-04 14:47:36,5,4,53.72,1,0,4943,0.094,0.075,0.56,2027-06-30 14:47:36,0,0
4773,58,F,Colombia,2019-08-22 21:32:59,24,3,49.15,0,0,3841,0.293,0.306,0.212,2021-06-02 21:32:59,1629,0
4774,41,F,México,2023-04-25 11:37:08,3,7,5.0,0,0,4354,0.097,0.096,0.391,2026-07-19 11:37:08,0,0
4775,19,M,México,2020-09-09 21:32:56,6,5,32.2,0,0,874,0.228,0.119,0.204,2021-11-07 21:32:56,1471,1
4776,57,M,Chile,2021-05-21 03:54:21,34,8,46.52,0,0,2830,0.472,0.175,0.12,2023-11-23 03:54:21,726,0
4777,32,M,Perú,2022-06-28 05:09:07,2,3,65.93,0,0,3855,0.131,0.266,0.426,2024-05-10 05:09:07,557,0
4778,49,F,Guatemala,2021-08-01 18:44:37,40,4,77.87,1,0,2785,0.241,0.047,0.306,2022-07-22 18:44:37,1215,0
4779,56,F,Perú,2023-07-08 00:38:40,3,5,41.57,0,0,4761,0.194,0.059,0.573,2028-03-26 00:38:40,0,0
4780,23,M,Colombia,2021-06-26 15:56:16,26,5,53.41,0,0,542,0.212,0.02,0.558,2024-02-21 15:56:16,636,1
4781,18,M,Chile,2019-09-01 15:49:12,183,1,67.9,1,0,3413,0.432,0.251,0.901,2023-11-26 15:49:12,723,0
4782,64,M,Perú,2019-04-05 17:19:42,5,7,67.7,1,0,4021,0.277,0.251,0.342,2022-01-17 17:19:42,1401,0
4783,40,M,México,2019-07-02 06:34:54,9,7,62.28,0,0,3356,0.645,0.314,0.188,2021-01-01 06:34:54,1782,1
4784,56,M,Chile,2021-02-02 16:27:08,68,3,81.55,0,0,3472,0.408,0.065,0.443,2022-12-25 16:27:08,1059,1
4785,34,M,Guatemala,2022-09-29 20:43:11,29,6,77.05,0,1,2463,0.099,0.311,0.69,2026-03-05 20:43:11,0,1
4786,51,F,Guatemala,2022-09-08 17:33:16,20,4,51.05,0,1,3461,0.253,0.227,0.065,2026-10-07 17:33:16,0,0
4787,58,M,Colombia,2022-03-15 07:56:10,24,3,28.91,0,0,886,0.191,0.21,0.313,2026-02-20 07:56:10,0,0
4788,46,M,Perú,2019-06-18 00:46:25,10,5,54.27,1,0,175,0.175,0.147,0.379,2022-01-19 00:46:25,1399,0
4789,26,M,Perú,2022-04-06 15:26:52,57,6,82.81,1,0,1427,0.4,0.05,0.668,2026-06-15 15:26:52,0,0
4790,30,M,Colombia,2023-11-11 05:13:20,41,4,26.68,0,0,3654,0.27,0.263,0.06,2027-01-10 05:13:20,0,0
4791,23,M,Colombia,2022-03-06 01:18:39,30,5,82.79,1,1,3841,0.146,0.058,0.296,2024-08-20 01:18:39,455,1
4792,23,M,México,2023-06-10 12:53:40,80,11,40.29,0,0,1706,0.117,0.278,0.079,2028-05-05 12:53:40,0,0
4793,37,M,Perú,2020-12-13 11:53:19,25,5,5.0,0,0,3626,0.098,0.277,0.139,2023-02-08 11:53:19,1014,1
4794,69,F,México,2022-07-14 09:53:11,21,5,33.57,0,0,230,0.609,0.048,0.626,2024-12-09 09:53:11,344,0
4795,20,M,Chile,2021-02-17 02:57:09,111,8,16.65,0,0,4100,0.258,0.221,0.439,2022-08-15 02:57:09,1191,0
4796,34,F,Colombia,2019-02-26 17:23:01,6,6,22.85,1,0,2861,0.658,0.278,0.371,2023-04-17 17:23:01,946,1
4797,66,F,Colombia,2023-12-23 05:47:45,4,7,111.84,2,0,199,0.423,0.199,0.49,2026-02-13 05:47:45,0,0
4798,29,F,México,2019-12-29 12:22:10,5,6,37.12,0,0,1558,0.156,0.135,0.237,2024-10-04 12:22:10,410,0
4799,65,M,Perú,2020-03-11 02:51:01,136,5,54.33,0,1,6,0.061,0.014,0.893,2023-09-01 02:51:01,809,0
4800,64,M,Colombia,2021-06-01 14:32:21,31,4,57.94,1,0,4800,0.067,0.152,0.28,2024-11-30 14:32:21,353,0
4801,62,M,Perú,2021-04-05 15:38:34,10,7,44.21,0,0,3790,0.321,0.292,0.189,2024-07-03 15:38:34,503,1
4802,18,M,Guatemala,2023-02-22 20:15:27,8,5,13.82,0,0,613,0.295,0.487,0.21,2026-06-12 20:15:27,0,0
4803,34,M,Colombia,2023-09-01 02:15:33,1,6,23.47,0,0,1365,0.338,0.294,0.365,2027-09-24 02:15:33,0,0
4804,20,M,Chile,2021-06-03 09:57:32,4,4,30.05,0,0,2207,0.22,0.211,0.633,2022-01-10 09:57:32,1408,0
4805,43,M,Chile,2022-12-26 10:46:24,71,6,30.46,1,0,1251,0.503,0.305,0.502,2026-12-31 10:46:24,0,0
4806,32,M,Perú,2020-01-17 07:02:45,41,5,57.98,0,0,2341,0.138,0.397,0.26,2022-07-09 07:02:45,1228,0
4807,53,M,Guatemala,2019-10-26 07:12:52,85,3,48.27,0,0,4395,0.181,0.12,0.259,2021-06-22 07:12:52,1610,0
4808,49,M,Guatemala,2023-06-04 21:03:19,16,4,40.54,0,0,4498,0.529,0.231,0.394,2026-02-23 21:03:19,0,0
4809,49,F,México,2022-10-31 06:14:23,27,8,50.85,0,0,3408,0.264,0.239,0.507,2024-03-08 06:14:23,620,0
4810,21,M,Guatemala,2023-02-19 22:22:32,19,4,21.69,0,0,2129,0.142,0.048,0.777,2023-06-11 22:22:32,890,0
4811,35,M,Perú,2020-09-16 13:38:37,63,10,19.05,0,0,1817,0.116,0.505,0.181,2025-03-16 13:38:37,247,0
4812,66,M,Guatemala,2021-11-08 01:51:56,142,1,54.63,0,1,826,0.078,0.223,0.273,2023-03-06 01:51:56,988,0
4813,36,F,México,2021-07-05 10:37:31,80,10,33.13,0,0,2157,0.105,0.229,0.205,2023-06-19 10:37:31,883,0
4814,60,M,Guatemala,2023-02-10 09:25:31,27,7,58.6,1,0,2650,0.467,0.246,0.351,2023-06-13 09:25:31,889,1
4815,69,M,Colombia,2021-08-01 02:07:21,1,4,88.58,0,1,2613,0.445,0.602,0.538,2023-05-15 02:07:21,918,0
4816,52,F,México,2023-07-01 13:49:55,28,3,81.17,0,0,3928,0.193,0.213,0.5,2028-03-05 13:49:55,0,0
4817,57,M,Guatemala,2020-03-24 14:43:05,3,4,53.76,0,1,4233,0.119,0.069,0.242,2022-04-09 14:43:05,1319,1
4818,31,F,México,2022-12-23 11:57:20,4,6,53.01,0,0,2756,0.219,0.331,0.145,2027-07-18 11:57:20,0,0
4819,50,F,México,2021-02-10 09:55:02,6,4,77.04,0,0,4240,0.464,0.085,0.424,2023-04-11 09:55:02,952,0
4820,31,F,Perú,2021-08-10 22:38:55,13,5,88.12,0,0,3036,0.493,0.23,0.487,2023-07-10 22:38:55,861,0
4821,51,F,Guatemala,2021-06-27 05:34:27,26,3,57.73,1,0,3373,0.289,0.213,0.272,2024-11-08 05:34:27,375,0
4822,21,M,Colombia,2020-03-03 00:05:28,12,5,100.02,0,1,2486,0.262,0.275,0.022,2021-07-16 00:05:28,1586,0
4823,41,F,Perú,2020-01-05 22:38:30,18,7,69.72,0,0,1825,0.684,0.28,0.332,2023-09-04 22:38:30,805,0
4824,46,F,Chile,2019-08-02 20:30:36,1,6,55.68,0,0,467,0.375,0.279,0.416,2021-07-01 20:30:36,1601,0
4825,36,M,Perú,2019-03-14 16:52:23,29,6,22.61,0,0,2560,0.278,0.218,0.285,2020-01-01 16:52:23,2148,0
4826,23,M,Perú,2021-12-08 22:57:23,32,7,76.78,0,1,3537,0.666,0.306,0.571,2025-04-30 22:57:23,201,0
4827,50,M,México,2021-12-12 14:40:31,3,1,37.63,1,0,3285,0.303,0.099,0.434,2026-06-02 14:40:31,0,0
4828,66,F,Colombia,2019-12-07 10:58:35,46,4,56.5,0,0,2250,0.213,0.167,0.386,2022-08-16 10:58:35,1190,0
4829,57,M,Guatemala,2022-03-07 17:44:00,31,4,5.0,0,0,2510,0.136,0.008,0.719,2023-08-22 17:44:00,819,0
4830,36,F,México,2022-05-14 21:16:30,20,7,25.78,0,0,2282,0.53,0.176,0.471,2022-06-14 21:16:30,1252,0
4831,18,F,Chile,2021-08-29 11:12:55,24,3,78.07,1,0,3054,0.446,0.137,0.255,2021-12-12 11:12:55,1437,1
4832,22,M,Colombia,2023-05-21 04:34:56,20,7,12.28,0,0,2966,0.405,0.105,0.316,2025-07-30 04:34:56,111,0
4833,44,M,Chile,2023-08-21 07:44:54,1,5,71.55,0,0,717,0.506,0.004,0.617,2027-03-25 07:44:54,0,0
4834,33,M,Chile,2021-10-11 04:16:52,39,7,23.01,0,0,1879,0.229,0.105,0.408,2023-08-10 04:16:52,831,0
4835,23,M,México,2023-07-04 09:39:07,21,6,15.25,0,0,3900,0.305,0.177,0.333,2023-10-10 09:39:07,770,0
4836,57,M,Perú,2020-01-28 09:07:52,5,3,42.67,3,0,3641,0.132,0.056,0.092,2024-12-30 09:07:52,323,0
4837,30,M,México,2023-03-13 09:04:05,34,7,5.0,0,0,326,0.256,0.167,0.318,2024-09-19 09:04:05,425,0
4838,65,F,Guatemala,2020-07-02 03:02:07,35,6,23.97,1,0,3089,0.427,0.138,0.191,2023-08-31 03:02:07,810,0
4839,52,F,Perú,2020-01-10 13:02:33,7,6,66.33,0,0,4683,0.097,0.223,0.398,2020-02-19 13:02:33,2099,0
4840,36,M,México,2021-06-30 00:50:23,47,5,78.86,0,0,217,0.485,0.199,0.312,2024-06-12 00:50:23,524,0
4841,29,F,Chile,2020-11-20 12:16:50,18,6,42.17,0,0,183,0.37,0.272,0.47,2024-05-14 12:16:50,553,0
4842,33,F,Colombia,2019-04-07 13:31:54,5,5,79.52,1,0,3120,0.065,0.185,0.413,2019-08-21 13:31:54,2281,0
4843,60,F,México,2020-04-28 22:42:00,32,2,29.9,0,0,1391,0.169,0.284,0.456,2024-08-30 22:42:00,444,0
4844,27,F,Chile,2023-10-20 09:03:49,27,3,33.61,1,0,3969,0.152,0.3,0.43,2023-12-16 09:03:49,703,1
4845,42,F,Colombia,2020-10-27 19:44:55,5,9,17.67,0,1,4567,0.303,0.192,0.588,2021-01-19 19:44:55,1764,0
4846,37,F,México,2019-12-25 03:31:38,61,5,17.76,0,1,3847,0.247,0.554,0.176,2024-09-05 03:31:38,439,1
4847,48,M,Guatemala,2021-07-26 11:26:00,57,5,57.32,0,0,1267,0.184,0.207,0.334,2025-12-18 11:26:00,0,0
4848,21,M,Perú,2023-11-20 19:53:06,54,4,23.69,0,0,1297,0.442,0.203,0.45,2026-09-21 19:53:06,0,0
4849,61,M,Guatemala,2021-07-02 00:52:06,15,5,50.01,0,0,1128,0.297,0.136,0.364,2025-08-02 00:52:06,108,0
4850,40,F,Perú,2019-04-30 19:46:16,52,5,28.75,1,0,4102,0.059,0.196,0.84,2021-07-28 19:46:16,1574,0
4851,19,M,México,2023-12-16 04:29:31,55,4,80.11,1,0,1830,0.187,0.111,0.205,2024-12-18 04:29:31,335,0
4852,39,M,Colombia,2019-04-17 16:46:46,169,4,39.65,1,0,3385,0.083,0.408,0.39,2022-03-17 16:46:46,1342,0
4853,68,M,Perú,2019-05-25 02:01:56,94,7,57.84,0,0,4078,0.247,0.022,0.206,2023-01-25 02:01:56,1028,0
4854,54,F,Guatemala,2022-11-21 02:08:55,14,8,13.48,0,0,4771,0.51,0.175,0.083,2026-05-16 02:08:55,0,0
4855,25,M,Colombia,2021-06-19 11:59:43,6,3,58.89,0,0,361,0.686,0.13,0.143,2025-01-17 11:59:43,305,0
4856,24,F,Chile,2021-06-24 01:58:59,10,2,34.34,0,0,2561,0.385,0.127,0.485,2025-03-14 01:58:59,249,1
4857,31,M,Chile,2022-05-24 06:20:10,20,1,56.19,1,0,3928,0.13,0.381,0.877,2024-06-16 06:20:10,520,0
4858,20,M,Colombia,2021-06-19 19:08:28,49,10,47.64,0,0,997,0.334,0.241,0.199,2023-02-25 19:08:28,997,0
4859,67,M,Colombia,2023-02-11 18:09:02,38,2,48.82,0,0,4022,0.071,0.1,0.483,2025-04-25 18:09:02,207,0
4860,33,F,Chile,2021-10-28 05:29:11,46,5,72.59,0,0,115,0.508,0.43,0.333,2024-03-13 05:29:11,615,1
4861,36,F,Chile,2019-11-29 05:46:13,14,1,43.2,0,0,3650,0.696,0.244,0.444,2023-10-16 05:46:13,764,0
4862,68,F,Chile,2021-11-17 16:53:59,8,7,86.61,1,0,1243,0.056,0.071,0.602,2025-07-15 16:53:59,126,0
4863,35,F,México,2023-10-31 17:21:59,0,5,43.26,1,0,1211,0.322,0.055,0.371,2027-11-29 17:21:59,0,0
4864,69,F,Perú,2021-05-23 13:37:47,29,6,37.67,0,0,597,0.336,0.12,0.084,2023-04-10 13:37:47,953,0
4865,33,M,México,2019-03-27 03:04:32,47,4,76.62,1,0,2754,0.361,0.29,0.473,2019-07-26 03:04:32,2307,1
4866,25,M,Guatemala,2021-11-14 13:32:19,65,5,25.35,0,0,4894,0.168,0.287,0.191,2025-12-09 13:32:19,0,1
4867,50,F,México,2022-05-17 22:47:40,19,3,54.28,0,0,3179,0.096,0.39,0.708,2025-07-22 22:47:40,118,0
4868,66,F,Guatemala,2020-03-14 17:32:13,78,4,86.84,0,0,856,0.359,0.052,0.394,2020-03-28 17:32:13,2061,0
4869,29,M,Guatemala,2019-06-08 05:11:22,6,6,26.59,0,0,4738,0.374,0.427,0.891,2020-10-31 05:11:22,1844,1
4870,28,F,México,2023-02-27 02:04:32,21,3,7.19,1,0,2280,0.552,0.202,0.225,2024-04-10 02:04:32,587,0
4871,22,M,Guatemala,2019-08-20 20:26:26,7,4,86.5,0,0,3610,0.268,0.137,0.607,2020-02-23 20:26:26,2095,0
4872,44,F,Colombia,2022-06-29 06:23:46,6,4,84.68,2,0,1124,0.233,0.286,0.818,2023-10-22 06:23:46,758,0
4873,29,M,Guatemala,2020-04-22 14:52:46,91,3,50.06,0,0,4554,0.391,0.137,0.05,2021-09-22 14:52:46,1518,0
4874,34,F,Guatemala,2020-08-01 20:27:14,51,6,16.47,0,0,3602,0.309,0.178,0.418,2024-11-16 20:27:14,367,0
4875,23,F,Guatemala,2019-09-11 04:07:06,0,4,89.21,0,0,1316,0.092,0.201,0.048,2020-03-16 04:07:06,2073,0
4876,50,M,Guatemala,2022-07-08 19:05:22,9,5,60.58,0,0,4660,0.576,0.359,0.414,2025-03-01 19:05:22,262,1
4877,22,M,México,2020-04-15 23:40:31,6,6,68.16,0,0,4317,0.374,0.159,0.275,2020-09-01 23:40:31,1903,0
4878,45,F,Colombia,2022-06-07 08:37:57,4,4,48.63,0,0,1049,0.333,0.22,0.503,2024-04-16 08:37:57,581,0
4879,31,F,Perú,2023-04-27 19:27:57,35,4,80.8,0,0,2288,0.159,0.668,0.486,2025-01-13 19:27:57,309,0
4880,22,M,Perú,2019-01-08 12:07:58,25,8,72.96,1,0,1932,0.205,0.079,0.491,2021-09-30 12:07:58,1510,1
4881,50,F,Perú,2020-12-16 05:39:57,18,2,78.26,0,0,3141,0.059,0.308,0.375,2024-09-30 05:39:57,414,0
4882,67,M,Guatemala,2020-09-28 07:14:19,6,6,57.07,0,0,2323,0.232,0.144,0.109,2023-04-30 07:14:19,933,0
4883,65,M,México,2021-04-03 05:47:57,9,5,42.72,1,0,4207,0.173,0.078,0.266,2023-10-14 05:47:57,766,0
4884,58,F,Guatemala,2021-01-31 06:36:40,13,5,47.82,0,0,4576,0.082,0.458,0.347,2025-04-11 06:36:40,221,1
4885,36,M,Chile,2021-08-22 15:28:11,46,7,45.5,0,0,2139,0.178,0.077,0.1,2022-09-22 15:28:11,1153,0
4886,39,M,Guatemala,2019-07-25 09:37:02,135,6,25.76,0,0,1325,0.382,0.343,0.451,2022-07-24 09:37:02,1213,0
4887,22,F,Colombia,2019-11-16 07:12:26,6,4,23.64,0,0,3059,0.526,0.085,0.185,2020-08-22 07:12:26,1914,0
4888,19,M,Guatemala,2022-04-29 20:10:13,12,6,5.0,0,0,3302,0.022,0.076,0.481,2024-01-18 20:10:13,670,0
4889,47,M,Guatemala,2020-01-25 08:36:04,9,8,5.0,0,0,3475,0.007,0.19,0.109,2023-04-17 08:36:04,946,0
4890,64,M,Perú,2021-01-30 14:46:06,1,3,74.69,0,0,3639,0.065,0.092,0.331,2023-10-26 14:46:06,754,1
4891,56,M,Chile,2023-07-02 19:44:53,7,3,53.14,1,0,504,0.433,0.409,0.506,2025-05-30 19:44:53,172,0
4892,21,F,Chile,2022-06-16 00:03:02,69,9,67.3,1,0,1679,0.109,0.09,0.728,2026-05-12 00:03:02,0,1
4893,50,M,Colombia,2022-11-30 12:21:03,55,6,24.82,0,0,93,0.313,0.44,0.344,2026-05-19 12:21:03,0,0
4894,30,F,Perú,2020-04-08 05:55:20,5,6,47.91,1,0,102,0.332,0.015,0.182,2025-01-31 05:55:20,291,0
4895,37,M,Colombia,2023-07-28 06:32:04,13,3,44.71,0,0,1364,0.141,0.11,0.532,2025-06-27 06:32:04,144,0
4896,24,F,Perú,2020-05-11 16:51:26,11,6,66.19,0,0,3286,0.449,0.427,0.413,2022-07-16 16:51:26,1221,0
4897,32,M,México,2022-03-09 07:16:22,4,7,33.65,0,0,4857,0.278,0.187,0.115,2022-07-18 07:16:22,1219,0
4898,40,F,Colombia,2019-08-20 03:50:08,29,1,64.69,0,0,1077,0.348,0.106,0.061,2022-06-16 03:50:08,1251,0
4899,31,M,Colombia,2019-12-07 06:09:10,24,1,56.59,0,0,1109,0.183,0.201,0.836,2024-07-25 06:09:10,481,1
4900,40,M,México,2021-09-07 13:32:17,16,1,62.71,0,0,2676,0.427,0.059,0.532,2023-08-13 13:32:17,828,1
4901,36,M,Perú,2019-12-22 01:41:15,58,5,77.19,0,1,3775,0.3,0.034,0.713,2020-08-30 01:41:15,1906,0
4902,46,M,Perú,2021-04-26 06:56:02,29,3,30.37,1,0,2573,0.097,0.456,0.239,2026-01-12 06:56:02,0,0
4903,37,F,México,2022-10-19 11:26:56,9,1,24.98,1,0,1960,0.456,0.134,0.089,2023-03-21 11:26:56,973,1
4904,46,F,México,2021-04-13 08:05:11,14,5,32.83,0,0,1855,0.117,0.263,0.391,2022-04-10 08:05:11,1318,0
4905,41,M,México,2022-10-23 10:58:23,4,11,35.45,0,0,2738,0.218,0.139,0.401,2025-12-17 10:58:23,0,0
4906,35,F,Perú,2019-09-04 02:15:09,26,5,93.21,1,0,1809,0.075,0.184,0.199,2019-09-22 02:15:09,2249,1
4907,27,M,Colombia,2021-06-21 08:46:08,26,9,5.0,0,0,4328,0.113,0.356,0.265,2022-05-11 08:46:08,1287,0
4908,58,M,Guatemala,2021-01-06 00:16:56,61,6,57.73,0,0,3880,0.098,0.103,0.291,2021-04-16 00:16:56,1677,0
4909,25,F,Colombia,2019-01-26 16:28:18,58,6,53.87,1,0,4164,0.305,0.595,0.458,2021-04-13 16:28:18,1680,0
4910,43,F,Guatemala,2023-10-14 22:23:31,54,3,59.46,0,0,3151,0.21,0.157,0.46,2027-03-08 22:23:31,0,0
4911,46,F,Chile,2019-12-04 17:53:26,23,2,23.01,0,1,3451,0.109,0.097,0.354,2023-04-17 17:53:26,946,0
4912,27,M,México,2020-10-20 11:26:06,31,6,68.81,0,0,4161,0.112,0.302,0.187,2022-05-31 11:26:06,1267,0
4913,34,M,México,2020-06-01 10:32:45,44,5,98.37,1,0,2658,0.075,0.046,0.072,2022-10-05 10:32:45,1140,0
4914,19,F,Chile,2023-03-23 10:22:53,2,5,35.9,0,0,2321,0.087,0.47,0.189,2026-05-22 10:22:53,0,0
4915,23,M,Guatemala,2021-02-10 06:04:52,10,7,5.0,2,0,804,0.087,0.14,0.418,2021-03-12 06:04:52,1712,1
4916,22,F,Guatemala,2021-11-26 08:27:38,5,6,16.09,0,0,4610,0.58,0.604,0.06,2026-04-19 08:27:38,0,0
4917,45,F,México,2019-11-06 01:21:25,21,6,18.7,0,0,3424,0.28,0.178,0.254,2021-04-16 01:21:25,1677,0
4918,58,F,Guatemala,2020-11-20 05:26:51,54,4,42.51,1,0,3241,0.358,0.16,0.42,2025-03-20 05:26:51,243,0
4919,22,F,México,2023-11-29 12:45:32,7,5,28.66,0,0,3432,0.21,0.615,0.127,2028-04-16 12:45:32,0,0
4920,35,F,Perú,2023-02-12 15:15:40,39,3,22.58,0,0,468,0.178,0.081,0.214,2026-02-18 15:15:40,0,0
4921,43,F,Chile,2022-08-18 13:46:12,15,3,50.36,0,0,1906,0.277,0.296,0.33,2027-05-18 13:46:12,0,0
4922,37,M,Perú,2020-04-28 20:04:50,70,9,63.76,0,0,1307,0.077,0.108,0.478,2022-10-14 20:04:50,1131,0
4923,58,M,Perú,2019-10-18 17:57:07,29,6,31.43,1,0,443,0.065,0.02,0.672,2024-08-01 17:57:07,474,1
4924,66,F,México,2020-02-05 12:23:21,112,7,69.9,0,0,118,0.53,0.109,0.061,2024-07-30 12:23:21,476,0
4925,44,F,México,2021-05-17 19:09:46,8,6,92.19,0,0,1512,0.511,0.021,0.258,2023-02-20 19:09:46,1002,0
4926,66,F,Guatemala,2021-04-21 17:42:41,77,6,16.42,0,0,288,0.414,0.017,0.56,2024-07-28 17:42:41,478,0
4927,29,M,Chile,2020-02-02 10:24:29,13,6,33.78,0,0,4658,0.13,0.424,0.506,2021-11-20 10:24:29,1459,0
4928,24,F,Colombia,2021-12-29 13:12:23,29,4,14.88,0,0,1595,0.487,0.121,0.802,2025-05-10 13:12:23,192,0
4929,20,F,Guatemala,2022-05-05 19:22:33,5,5,80.7,0,0,1331,0.48,0.117,0.081,2025-02-28 19:22:33,263,0
4930,27,F,México,2023-10-05 15:37:35,42,7,47.84,1,1,4501,0.312,0.027,0.245,2024-02-09 15:37:35,648,0
4931,51,M,Colombia,2020-05-05 19:32:44,114,4,63.31,0,0,4110,0.389,0.51,0.635,2022-04-12 19:32:44,1316,0
4932,42,F,Colombia,2019-10-31 05:23:50,46,6,56.16,0,0,2481,0.146,0.117,0.611,2023-02-15 05:23:50,1007,0
4933,52,M,Perú,2021-03-04 14:21:46,28,8,49.25,0,0,3816,0.088,0.584,0.45,2025-06-17 14:21:46,154,1
4934,33,M,México,2022-11-16 09:02:43,17,4,62.89,1,0,3023,0.315,0.225,0.082,2026-10-05 09:02:43,0,0
4935,19,F,Perú,2023-01-09 10:37:45,12,3,88.25,0,0,1920,0.475,0.343,0.605,2027-07-03 10:37:45,0,0
4936,41,M,México,2020-12-31 03:37:00,16,5,5.0,0,0,4636,0.213,0.252,0.482,2022-10-30 03:37:00,1115,0
4937,27,M,Chile,2020-11-13 05:03:55,11,7,65.08,0,0,2010,0.252,0.216,0.477,2024-04-27 05:03:55,570,1
4938,55,M,Perú,2021-12-24 13:00:29,53,2,38.03,0,0,2451,0.109,0.27,0.677,2022-07-06 13:00:29,1231,0
4939,39,F,Perú,2021-08-25 19:07:53,67,3,81.69,0,0,3832,0.553,0.164,0.118,2024-08-03 19:07:53,472,0
4940,43,M,Guatemala,2020-10-28 13:17:50,89,4,52.1,0,0,1088,0.588,0.024,0.512,2020-11-02 13:17:50,1842,0
